배정기준일,현금배당,주식,종목코드,종목명,시장구분,배당구분,명의개서대리인,주식종류,주당배당금,,주당배당률(일반),,주당배당률(차등),,액면가,결산월
,지급일,유통(교부)일,,,,,,,일반,차등,현금,주식,현금,주식,,
20181231,,,086460,에스엔피제네틱스,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190425,,005850,에스엘,유가증권시장,현금배당,국민은행,보통주,400,,80,0,,,500,12
20181231,,,246250,에스엘에스바이오,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,063440,에스엠라이프디자인그룹,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,299670,에스엠비나,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,100,12
20181231,,,29967K,에스엠비나1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,100,12
20181231,,,041510,에스엠엔터테인먼트,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,048550,에스엠컬처앤콘텐츠,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190416,,007820,에스엠코어,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,,,109610,에스와이,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190419,,012750,에스원,유가증권시장,현금배당,하나은행,보통주,2500,,500,0,,,500,12
20181231,20190419,,123700,에스제이엠,유가증권시장,현금배당,하나은행,보통주,100,,20,0,,,500,12
20181231,20190422,,025530,에스제이엠홀딩스,유가증권시장,현금배당,하나은행,보통주,150,,30,0,,,500,12
20181231,,,217910,에스제이켐,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,100,12
20181231,,,004060,에스지세계물산,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,049470,에스지에이,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,1000,12
20181231,,,184230,에스지에이 솔루션즈,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,100,12
20181231,,,224880,에스지에이임베디드,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,040610,에스지엔지,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190425,,255220,에스지이,코스닥시장,현금배당,국민은행,보통주,60,,60,0,,,100,12
20181231,,,001380,에스지충방,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,001385,에스지충방1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190426,,006120,에스케이디스커버리,유가증권시장,현금배당,하나은행,보통주,600,,12,0,,,5000,12
20181231,20190426,,006125,에스케이디스커버리1우,유가증권시장,현금배당,하나은행,우선주,650,,13,0,,,5000,12
20181231,20190423,,210980,에스케이디앤디,유가증권시장,현금배당,한국예탁결제원,보통주,600,,60,0,,,1000,12
20181231,,,224020,에스케이씨에스,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,22402K,에스케이씨에스1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190424,,178920,에스케이씨코오롱피아이,코스닥시장,현금배당,하나은행,보통주,830,,166,0,,,500,12
20181231,,,307070,에스케이에이씨피씨제4호기업인수목적,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,,,232330,에스케이제3호기업인수목적,기타비상장,무배당,자체,보통주,0,,0,0,,,100,12
20181231,20190418,,000660,에스케이하이닉스,유가증권시장,현금배당,하나은행,보통주,1500,,30,0,,,5000,12
20181231,,,096630,에스코넥,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,200,12
20181231,20190416,,069510,에스텍,코스닥시장,현금배당,하나은행,보통주,500,,100,0,,,500,12
20181231,20190412,,041910,에스텍파마,코스닥시장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,,,234300,에스트래픽,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,23430K,에스트래픽1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,,,23430L,에스트래픽2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,20190408,,039440,에스티아이,코스닥시장,현금배당,한국예탁결제원,보통주,250,,50,0,,,500,12
20181231,20190415,,098660,에스티오,코스닥시장,현금배당,국민은행,보통주,140,,28,0,,,500,12
20181231,,,052020,에스티큐브,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,05202K,에스티큐브1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190419,,237690,에스티팜,코스닥시장,현금배당,국민은행,보통주,500,,100,0,,,500,12
20181231,20190416,,050760,에스폴리텍,코스닥시장,현금배당,한국예탁결제원,보통주,25,,5,0,,,500,12
20181231,20190423,,288620,에스퓨얼셀,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,20190412,,005610,에스피씨삼립,유가증권시장,현금배당,한국예탁결제원,보통주,1004,,20.08,0,,,5000,12
20181231,20190412,,005610,에스피씨삼립,유가증권시장,현금배당,한국예탁결제원,보통주,1004,567,20.08,0,.1134,,5000,12
20181231,20190417,,058610,에스피지,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,,,043340,에쎈테크,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,023960,에쓰씨엔지니어링,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190404,,037890,에어미디어,프리보드시장,현금배당,한국예탁결제원,보통주,700,,14,0,,,5000,12
20181231,20190403,,298690,에어부산,유가증권시장,현금배당,한국예탁결제원,보통주,100,,10,0,,,1000,12
20181231,,,054630,에이디칩스,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,20190429,,200710,에이디테크놀로지,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,,,078520,에이블씨엔씨,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,078525,에이블씨엔씨1우,기타비상장,무배당,하나은행,우선주,0,,0,0,,,500,12
20181231,,,298380,에이비엘바이오,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,29838K,에이비엘바이오1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,,,29838L,에이비엘바이오2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,,,203400,에이비온,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,195990,에이비프로바이오,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190402,,003800,에이스침대,코스닥시장,현금배당,한국예탁결제원,보통주,1000,,100,0,,,1000,12
20181231,20190402,,003800,에이스침대,코스닥시장,현금배당,한국예탁결제원,보통주,1000,649.57348731,100,0,.64957348731,,1000,12
20181231,,,088800,에이스테크놀로지,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,088805,에이스테크놀로지1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,138360,에이씨티,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,039230,에이아이비트,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190423,,300900,에이에이아이헬스케어,기타비상장,현금배당,국민은행,보통주,0,,2,0,,,500,12
20181231,,,015260,에이엔피,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,234070,에이원알폼,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,23407K,에이원알폼1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,23407L,에이원알폼2우,기타비상장,무배당,국민은행,2우선주,0,,0,0,,,500,12
20181231,20190410,,140910,에이자기관리부동산투자회사,유가증권시장,현금배당,국민은행,보통주,318,,6.36,0,,,5000,12
20181231,20190425,,095570,에이제이네트웍스,유가증권시장,현금배당,국민은행,보통주,100,,10,0,,,1000,12
20181231,,,068400,에이제이렌터카,유가증권시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,068405,에이제이렌터카1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,20190419,,012630,에이치디씨,유가증권시장,현금배당,국민은행,보통주,150,,3,0,,,5000,12
20181231,20190419,,037140,에이치디씨아이서비스,기타비상장,현금배당,국민은행,보통주,0,,50,0,,,500,12
20181231,20190419,,294870,에이치디씨현대산업개발,유가증권시장,현금배당,국민은행,보통주,500,,10,0,,,5000,12
20181231,20190418,,078150,에이치비테크놀러지,코스닥시장,현금배당,국민은행,보통주,20,,4,0,,,500,12
20181231,20190411,,072990,에이치시티,코스닥시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,20190412,,036640,에이치알에스,코스닥시장,현금배당,한국예탁결제원,보통주,30,,6,0,,,500,12
20181231,,,044990,에이치엔에스하이텍,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,028300,에이치엘비,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,028305,에이치엘비1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,,,02830L,에이치엘비2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,,,067630,에이치엘비생명과학,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,067637,에이치엘비생명과학2우,기타비상장,무배당,하나은행,2우선주,0,,0,0,,,500,12
20181231,,,043220,에이치엘비파워,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,043225,에이치엘비파워1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190409,,239610,에이치엘사이언스,코스닥시장,현금배당,국민은행,보통주,300,,60,0,,,500,12
20181231,,,044780,에이치케이,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190419,,006840,에이케이홀딩스,유가증권시장,현금배당,국민은행,보통주,750,,15,0,,,5000,12
20181231,,,071670,에이테크솔루션,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190419,,045660,에이텍,코스닥시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,20190419,,224110,에이텍티앤,코스닥시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,20190408,,021080,에이티넘인베스트먼트,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,,,089530,에이티세미콘,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,089535,에이티세미콘1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190405,,207490,에이펙스인텍,코넥스시장,현금배당,국민은행,보통주,30,,6,0,,,500,12
20181231,,,003060,에이프로젠제약,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,007460,에이프로젠케이아이씨,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,109960,에이프로젠헬스케어앤게임즈,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190419,,265520,에이피시스템,코스닥시장,현금배당,국민은행,보통주,150,,30,0,,,500,12
20181231,20190419,,26552K,에이피시스템1우,기타비상장,현금배당,국민은행,우선주,320,,64,0,,,500,12
20181231,20190412,,054620,에이피에스홀딩스,코스닥시장,현금배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190412,,05462K,에이피에스홀딩스3우,기타비상장,현금배당,국민은행,3우선주,320,,64,0,,,500,12
20181231,,,211270,에이피위성,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190410,,089970,에이피티씨,코스닥시장,현금배당,한국예탁결제원,보통주,200,,200,0,,,100,12
20181231,,,230240,에치에프알,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,20190408,,230360,에코마케팅,코스닥시장,현금배당,국민은행,보통주,390,,390,0,,,100,12
20181231,,,038870,에코바이오홀딩스,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190326,,102420,에코엘이디,기타비상장,현금배당,한국예탁결제원,보통주,30,,6,0,,,500,12
20181231,,,128540,에코캡,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,,,086520,에코프로,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,247540,에코프로비엠,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,038110,에코플라스틱,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,073540,에프알텍,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190410,,064850,에프앤가이드,코넥스시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,,,064090,에프앤리퍼블릭,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190329,,007700,에프앤에프,유가증권시장,현금배당,한국예탁결제원,보통주,650,,130,0,,,500,12
20181231,20190419,,036810,에프에스티,코스닥시장,현금배당,한국예탁결제원,보통주,80,,16,0,,,500,12
20181231,,,173940,에프엔씨엔터테인먼트,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,083500,에프엔에스테크,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,083505,에프엔에스테크1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,083507,에프엔에스테크2우,기타비상장,무배당,국민은행,2우선주,0,,0,0,,,500,12
20181231,,,083509,에프엔에스테크3우,기타비상장,무배당,국민은행,3우선주,0,,0,0,,,500,12
20181231,,,054940,엑사이엔씨,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,950130,엑세스바이오 KDR,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,0,12
20181231,20190503,,265770,엑센테크닉,기타비상장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,,,205100,엑셈,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,20190418,,092870,엑시콘,코스닥시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,20190418,,09287K,엑시콘1우,기타비상장,현금배당,한국예탁결제원,우선주,115,,23,0,,,500,12
20181231,20190412,,067570,엔브이에이치코리아,코스닥시장,현금배당,하나은행,보통주,100,,20,0,,,500,12
20181231,,,140610,엔솔바이오사이언스,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,14061K,엔솔바이오사이언스1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190425,,036570,엔씨소프트,유가증권시장,현금배당,한국예탁결제원,보통주,6050,,1210,0,,,500,12
20181231,20190410,,008260,엔아이스틸,유가증권시장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,20190426,,217820,엔에스,코스닥시장,현금배당,국민은행,보통주,150,,30,0,,,500,12
20181231,20190416,,138250,엔에스쇼핑,유가증권시장,현금배당,한국예탁결제원,보통주,150,,30,0,,,500,12
20181231,,,031860,엔에스엔,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190416,,224760,엔에스컴퍼니,코넥스시장,현금배당,국민은행,보통주,150,,30,0,,,500,12
20181231,,,181710,엔에이치엔,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,104200,엔에이치엔벅스,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,104205,엔에이치엔벅스1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,,,104207,엔에이치엔벅스2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,20190422,20190419,060250,엔에이치엔한국사이버결제,코스닥시장,동시배당,하나은행,보통주,150,,30,5,,,500,12
20181231,,,053290,엔이능률,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,05329K,엔이능률1우,기타비상장,무배당,하나은행,우선주,0,,0,0,,,500,12
20181231,,,208860,엔지스테크널러지,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,183490,엔지켐생명과학,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,085310,엔케이,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,085315,엔케이1우,기타비상장,무배당,하나은행,우선주,0,,0,0,,,500,12
20181231,,,182400,엔케이맥스,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,009810,엔케이물산,유가증권시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,009815,엔케이물산1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,206400,엔터메이트,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,,,069410,엔텔스,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190405,,004250,엔피씨,유가증권시장,현금배당,하나은행,보통주,95,,19,0,,,500,12
20181231,20190405,,004255,엔피씨1우,유가증권시장,현금배당,하나은행,우선주,100,,20,0,,,500,12
20181231,20190425,,048830,엔피케이,코스닥시장,현금배당,국민은행,보통주,30,,6,0,,,500,12
20181231,,,096870,엘디티,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,276240,엘리비젼,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,20190507,900140,엘브이엠씨홀딩스,유가증권시장,주식배당,한국예탁결제원,보통주,0,,0,7,,,.25,12
20181231,,,138690,엘아이에스,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190419,,079550,엘아이지넥스원,유가증권시장,현금배당,한국예탁결제원,보통주,500,,10,0,,,5000,12
20181231,,,290650,엘앤씨바이오,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190419,,066970,엘앤에프,코스닥시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,20190411,,104230,엘에스전선,프리보드시장,현금배당,한국예탁결제원,보통주,500,,10,0,,,5000,12
20181231,20190410,,229640,엘에스전선아시아,유가증권시장,현금배당,한국예탁결제원,보통주,160,,32,0,,,500,12
20181231,,,311060,엘에이티,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,31106K,엘에이티1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,20190426,,073110,엘엠에스,코스닥시장,현금배당,하나은행,보통주,150,,30,0,,,500,12
20181231,20190419,,083310,엘오티베큠,코스닥시장,현금배당,국민은행,보통주,30,,6,0,,,500,12
20181231,20190411,,064400,엘지씨엔에스,기타비상장,현금배당,한국예탁결제원,보통주,480,,96,0,,,500,12
20181231,20190424,,037950,엘컴텍,코스닥시장,현금배당,한국예탁결제원,보통주,30,,6,0,,,500,12
20181231,20190410,,011870,엘티삼보,프리보드시장,현금배당,한국예탁결제원,보통주,220,,44,0,,,500,12
20181231,20190419,,170920,엘티씨,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,,,183350,엘피케이로보틱스,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,058630,엠게임,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,058970,엠로,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,05897K,엠로1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,05897L,엠로2우,기타비상장,무배당,국민은행,2우선주,0,,0,0,,,500,12
20181231,,,019590,엠벤처투자,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190722,,087690,엠쓰리모바일,기타비상장,현금배당,국민은행,보통주,0,,20.6,0,,,500,12
20181231,20190410,,097520,엠씨넥스,코스닥시장,현금배당,하나은행,보통주,300,,60,0,,,500,12
20181231,20190425,,179290,엠아이텍,코스닥시장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,,,225860,엠앤씨생명과학,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,100,12
20181231,20190426,,009780,엠에스씨,코스닥시장,현금배당,한국예탁결제원,보통주,60,,12,0,,,500,12
20181231,20190426,,123040,엠에스오토텍,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,,,251960,엠에프엠코리아,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,032790,엠젠플러스,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190425,,033160,엠케이전자,코스닥시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,,,259630,엠플러스,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,219550,엠피한강,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,20190410,,140720,여의시스템,기타비상장,현금배당,한국예탁결제원,보통주,120,,24,0,,,500,12
20181231,,,115960,연우,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190417,,014440,영보화학,유가증권시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,,,007530,영신금속공업,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,143540,영우디에스피,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,143545,영우디에스피1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,143547,영우디에스피2우,기타비상장,무배당,국민은행,2우선주,0,,0,0,,,500,12
20181231,20190412,,111770,영원무역,유가증권시장,현금배당,국민은행,보통주,350,,70,0,,,500,12
20181231,20190412,,009970,영원무역홀딩스,유가증권시장,현금배당,국민은행,보통주,800,,160,0,,,500,12
20181231,,,036180,영인프런티어,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,003520,영진약품,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190401,,000670,영풍,유가증권시장,현금배당,한국예탁결제원,보통주,10000,,200,0,,,5000,12
20181231,20190329,,036560,영풍정밀,코스닥시장,현금배당,한국예탁결제원,보통주,250,,50,0,,,500,12
20181231,20190410,,006740,영풍제지,유가증권시장,현금배당,국민은행,보통주,40,,8,0,,,500,12
20181231,,,242850,영현무역,기타비상장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,012280,영화금속,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190426,,265560,영화테크,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,20190425,,012160,영흥철강,유가증권시장,현금배당,하나은행,보통주,10,,2,0,,,500,12
20181231,,,036000,예림당,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,250930,예선테크,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,20190409,,053280,예스이십사,코스닥시장,현금배당,국민은행,보통주,120,,24,0,,,500,12
20181231,20190412,,015360,예스코홀딩스,유가증권시장,현금배당,한국예탁결제원,보통주,1500,,30,0,,,5000,12
20181231,,,122640,예스티,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,12264K,예스티1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,,,12264L,예스티2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,,,179720,옐로페이,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,17972K,옐로페이1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20191206,,900300,오가닉티코스메틱홀딩스,코스닥시장,현금배당,한국예탁결제원,보통주,77.5049461572244,,0,0,,,0,12
20181231,20190417,,045060,오공,코스닥시장,현금배당,하나은행,보통주,50,,10,0,,,500,12
20181231,20190418,,080520,오디텍,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,20190415,,007310,오뚜기,유가증권시장,현금배당,국민은행,보통주,7500,,150,0,,,5000,12
20181231,20190416,,079440,오렌지라이프생명보험,유가증권시장,현금배당,한국예탁결제원,보통주,1600,,160,0,,,1000,12
20181231,20190425,,039830,오로라월드,코스닥시장,현금배당,한국예탁결제원,보통주,150,,30,0,,,500,12
20181231,,,065500,오리엔트정공,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190415,,271560,오리온(신설),유가증권시장,현금배당,한국예탁결제원,보통주,600,,120,0,,,500,12
20181231,20190419,,001800,오리온홀딩스,유가증권시장,현금배당,한국예탁결제원,보통주,650,210,130,0,.42,,500,12
20181231,20190426,,010470,오리콤,코스닥시장,현금배당,하나은행,보통주,220,,22,0,,,1000,12
20181231,,,053980,오상자이엘,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190411,,036220,오상헬스케어,프리보드시장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,,,052420,오성첨단소재,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190422,,241790,오션브릿지,코스닥시장,현금배당,국민은행,보통주,400,,80,0,,,500,12
20181231,,,039200,오스코텍,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,039205,오스코텍1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,03920K,오스코텍2우,기타비상장,무배당,국민은행,2우선주,0,,0,0,,,500,12
20181231,,,226400,오스테오닉,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190416,,031510,오스템,코스닥시장,현금배당,국민은행,보통주,20,,4,0,,,500,12
20181231,,,048260,오스템임플란트,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,048265,오스템임플란트1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190412,,010060,오씨아이,유가증권시장,현금배당,국민은행,보통주,850,,17,0,,,5000,12
20181231,20190411,,138080,오이솔루션,코스닥시장,현금배당,국민은행,보통주,120,,24,0,,,500,12
20181231,,,080580,오킨스전자,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190424,,067170,오텍,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,,,173130,오파스넷,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190425,,049480,오픈베이스,코스닥시장,현금배당,한국예탁결제원,보통주,15,,3,0,,,500,12
20181231,,,057540,옴니시스템,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,057680,옴니텔,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,20190425,,082210,옵트론텍,코스닥시장,현금배당,하나은행,보통주,30,,6,0,,,500,12
20181231,20190426,,109080,옵티시스,코스닥시장,현금배당,한국예탁결제원,보통주,70,,14,0,,,500,12
20181231,,,153710,옵티팜,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190418,,057030,와이비엠넷,코스닥시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,20190410,,122990,와이솔,코스닥시장,현금배당,하나은행,보통주,150,,30,0,,,500,12
20181231,,,232140,와이아이케이,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,,,067900,와이엔텍,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
